gab;file_1;file_2;sample_size;threshold;tm;tnm;fm;precision;recall;f1;detlta;t1;t2
trip-yelp;tripadvisor-a;yelp-d;100;0.4;4;3;3;0.5714285714285714;0.5714285714285714;0.5714285714285714;0.1651744842529297;1502319375.9598057;1502319376.1249802
trip-yelp;tripadvisor-a;yelp-d;100;0.5;4;3;3;0.5714285714285714;0.5714285714285714;0.5714285714285714;0.1120905876159668;1502319376.1249802;1502319376.2370708
trip-yelp;tripadvisor-a;yelp-d;100;0.6;4;3;2;0.6666666666666666;0.5714285714285714;0.6153846153846153;0.11012387275695801;1502319376.2370708;1502319376.3471947
trip-yelp;tripadvisor-a;yelp-d;100;0.7;3;4;1;0.75;0.42857142857142855;0.5454545454545454;0.11106753349304199;1502319376.3471947;1502319376.4582622
trip-yelp;tripadvisor-a;yelp-d;100;0.8;3;4;1;0.75;0.42857142857142855;0.5454545454545454;0.10465621948242188;1502319376.4582622;1502319376.5629184
trip-yelp;tripadvisor-a;yelp-d;100;0.9;3;4;0;1.0;0.42857142857142855;0.6;0.10113120079040527;1502319376.5629184;1502319376.6640496
trip-yelp;tripadvisor-a;yelp-e;100;0.4;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.1146240234375;1502319376.7041433;1502319376.8187673
trip-yelp;tripadvisor-a;yelp-e;100;0.5;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.1110842227935791;1502319376.8187673;1502319376.9298515
trip-yelp;tripadvisor-a;yelp-e;100;0.6;5;2;2;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.11412262916564941;1502319376.9298515;1502319377.0439742
trip-yelp;tripadvisor-a;yelp-e;100;0.7;5;2;1;0.8333333333333334;0.7142857142857143;0.7692307692307692;0.10458874702453613;1502319377.0439742;1502319377.148563
trip-yelp;tripadvisor-a;yelp-e;100;0.8;3;4;1;0.75;0.42857142857142855;0.5454545454545454;0.10116815567016602;1502319377.1490622;1502319377.2502303
trip-yelp;tripadvisor-a;yelp-e;100;0.9;3;4;1;0.75;0.42857142857142855;0.5454545454545454;0.10216999053955078;1502319377.250731;1502319377.352901
trip-yelp;tripadvisor-a;yelp-a;1000;0.4;5;2;2;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.18642640113830566;1502319377.4073384;1502319377.5937648
trip-yelp;tripadvisor-a;yelp-a;1000;0.5;5;2;2;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.11706972122192383;1502319377.5937648;1502319377.7108345
trip-yelp;tripadvisor-a;yelp-a;1000;0.6;5;2;1;0.8333333333333334;0.7142857142857143;0.7692307692307692;0.11214089393615723;1502319377.7108345;1502319377.8229754
trip-yelp;tripadvisor-a;yelp-a;1000;0.7;5;2;0;1.0;0.7142857142857143;0.8333333333333333;0.10908126831054688;1502319377.8229754;1502319377.9320567
trip-yelp;tripadvisor-a;yelp-a;1000;0.8;3;4;0;1.0;0.42857142857142855;0.6;0.10309672355651855;1502319377.9320567;1502319378.0351534
trip-yelp;tripadvisor-a;yelp-a;1000;0.9;3;4;0;1.0;0.42857142857142855;0.6;0.10005664825439453;1502319378.0351534;1502319378.13521
trip-yelp;tripadvisor-a;yelp-b;1000;0.4;6;1;3;0.6666666666666666;0.8571428571428571;0.75;0.1166067123413086;1502319378.1828272;1502319378.299434
trip-yelp;tripadvisor-a;yelp-b;1000;0.5;6;1;3;0.6666666666666666;0.8571428571428571;0.75;0.1140902042388916;1502319378.299434;1502319378.4135242
trip-yelp;tripadvisor-a;yelp-b;1000;0.6;6;1;2;0.75;0.8571428571428571;0.7999999999999999;0.11364197731018066;1502319378.4145255;1502319378.5281675
trip-yelp;tripadvisor-a;yelp-b;1000;0.7;6;1;1;0.8571428571428571;0.8571428571428571;0.8571428571428571;0.10760164260864258;1502319378.5281675;1502319378.6357691
trip-yelp;tripadvisor-a;yelp-b;1000;0.8;5;2;1;0.8333333333333334;0.7142857142857143;0.7692307692307692;0.12599992752075195;1502319378.6357691;1502319378.761769
trip-yelp;tripadvisor-a;yelp-b;1000;0.9;3;4;1;0.75;0.42857142857142855;0.5454545454545454;0.10379409790039062;1502319378.761769;1502319378.8655632
trip-yelp;tripadvisor-a;yelp-c;1000;0.4;5;2;2;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.1987001895904541;1502319378.9196172;1502319379.1183174
trip-yelp;tripadvisor-a;yelp-c;1000;0.5;5;2;2;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.16024374961853027;1502319379.1183174;1502319379.278561
trip-yelp;tripadvisor-a;yelp-c;1000;0.6;5;2;1;0.8333333333333334;0.7142857142857143;0.7692307692307692;0.11207175254821777;1502319379.278561;1502319379.3906329
trip-yelp;tripadvisor-a;yelp-c;1000;0.7;5;2;0;1.0;0.7142857142857143;0.8333333333333333;0.11214113235473633;1502319379.3906329;1502319379.502774
trip-yelp;tripadvisor-a;yelp-c;1000;0.8;4;3;0;1.0;0.5714285714285714;0.7272727272727273;0.17578530311584473;1502319379.5037742;1502319379.6795595
trip-yelp;tripadvisor-a;yelp-c;1000;0.9;3;4;0;1.0;0.42857142857142855;0.6;0.10460329055786133;1502319379.6795595;1502319379.7841628
trip-yelp;tripadvisor-a;yelp-d;1000;0.4;5;2;2;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.13414430618286133;1502319379.8402853;1502319379.9744296
trip-yelp;tripadvisor-a;yelp-d;1000;0.5;5;2;2;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.11206507682800293;1502319379.9744296;1502319380.0864947
trip-yelp;tripadvisor-a;yelp-d;1000;0.6;5;2;1;0.8333333333333334;0.7142857142857143;0.7692307692307692;0.11110424995422363;1502319380.0864947;1502319380.197599
trip-yelp;tripadvisor-a;yelp-d;1000;0.7;5;2;0;1.0;0.7142857142857143;0.8333333333333333;0.10810184478759766;1502319380.197599;1502319380.3057008
trip-yelp;tripadvisor-a;yelp-d;1000;0.8;4;3;0;1.0;0.5714285714285714;0.7272727272727273;0.10812187194824219;1502319380.3057008;1502319380.4138227
trip-yelp;tripadvisor-a;yelp-d;1000;0.9;3;4;0;1.0;0.42857142857142855;0.6;0.10207390785217285;1502319380.4138227;1502319380.5158966
trip-yelp;tripadvisor-a;yelp-e;1000;0.4;5;2;4;0.5555555555555556;0.7142857142857143;0.6250000000000001;0.18513870239257812;1502319380.5821955;1502319380.7673342
trip-yelp;tripadvisor-a;yelp-e;1000;0.5;5;2;4;0.5555555555555556;0.7142857142857143;0.6250000000000001;0.11810827255249023;1502319380.7673342;1502319380.8854425
trip-yelp;tripadvisor-a;yelp-e;1000;0.6;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.10862302780151367;1502319380.8854425;1502319380.9940655
trip-yelp;tripadvisor-a;yelp-e;1000;0.7;5;2;1;0.8333333333333334;0.7142857142857143;0.7692307692307692;0.10457944869995117;1502319380.9940655;1502319381.098645
trip-yelp;tripadvisor-a;yelp-e;1000;0.8;4;3;1;0.8;0.5714285714285714;0.6666666666666666;0.1071007251739502;1502319381.098645;1502319381.2057457
trip-yelp;tripadvisor-a;yelp-e;1000;0.9;3;4;1;0.75;0.42857142857142855;0.5454545454545454;0.10211586952209473;1502319381.2057457;1502319381.3078616
trip-yelp;tripadvisor-a;yelp-a;10000;0.4;6;1;2;0.75;0.8571428571428571;0.7999999999999999;0.1561121940612793;1502319381.4120724;1502319381.5681846
trip-yelp;tripadvisor-a;yelp-a;10000;0.5;6;1;2;0.75;0.8571428571428571;0.7999999999999999;0.11114001274108887;1502319381.5681846;1502319381.6793246
trip-yelp;tripadvisor-a;yelp-a;10000;0.6;6;1;1;0.8571428571428571;0.8571428571428571;0.8571428571428571;0.13869810104370117;1502319381.680307;1502319381.819005
trip-yelp;tripadvisor-a;yelp-a;10000;0.7;6;1;0;1.0;0.8571428571428571;0.923076923076923;0.11559319496154785;1502319381.819005;1502319381.9345982
trip-yelp;tripadvisor-a;yelp-a;10000;0.8;6;1;0;1.0;0.8571428571428571;0.923076923076923;0.15010786056518555;1502319381.9345982;1502319382.084706
trip-yelp;tripadvisor-a;yelp-a;10000;0.9;4;3;0;1.0;0.5714285714285714;0.7272727272727273;0.11708664894104004;1502319382.084706;1502319382.2017927
trip-yelp;tripadvisor-a;yelp-b;10000;0.4;6;1;2;0.75;0.8571428571428571;0.7999999999999999;0.11661410331726074;1502319382.2508469;1502319382.367461
trip-yelp;tripadvisor-a;yelp-b;10000;0.5;6;1;2;0.75;0.8571428571428571;0.7999999999999999;0.11914944648742676;1502319382.3679595;1502319382.487109
trip-yelp;tripadvisor-a;yelp-b;10000;0.6;6;1;1;0.8571428571428571;0.8571428571428571;0.8571428571428571;0.11810755729675293;1502319382.487109;1502319382.6052165
trip-yelp;tripadvisor-a;yelp-b;10000;0.7;6;1;0;1.0;0.8571428571428571;0.923076923076923;0.10681915283203125;1502319382.6052165;1502319382.7120357
trip-yelp;tripadvisor-a;yelp-b;10000;0.8;6;1;0;1.0;0.8571428571428571;0.923076923076923;0.10713458061218262;1502319382.7120357;1502319382.8191702
trip-yelp;tripadvisor-a;yelp-b;10000;0.9;3;4;0;1.0;0.42857142857142855;0.6;0.10009455680847168;1502319382.8191702;1502319382.9192648
trip-yelp;tripadvisor-a;yelp-c;10000;0.4;5;2;2;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.11764979362487793;1502319382.9688883;1502319383.086538
trip-yelp;tripadvisor-a;yelp-c;10000;0.5;5;2;2;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.1121225357055664;1502319383.086538;1502319383.1986606
trip-yelp;tripadvisor-a;yelp-c;10000;0.6;5;2;1;0.8333333333333334;0.7142857142857143;0.7692307692307692;0.11564493179321289;1502319383.1986606;1502319383.3143055
trip-yelp;tripadvisor-a;yelp-c;10000;0.7;5;2;0;1.0;0.7142857142857143;0.8333333333333333;0.14063405990600586;1502319383.3143055;1502319383.4549396
trip-yelp;tripadvisor-a;yelp-c;10000;0.8;4;3;0;1.0;0.5714285714285714;0.7272727272727273;0.11113858222961426;1502319383.4554405;1502319383.566579
trip-yelp;tripadvisor-a;yelp-c;10000;0.9;3;4;0;1.0;0.42857142857142855;0.6;0.10322117805480957;1502319383.5670605;1502319383.6702816
trip-yelp;tripadvisor-a;yelp-d;10000;0.4;6;1;2;0.75;0.8571428571428571;0.7999999999999999;0.24876976013183594;1502319383.7179112;1502319383.966681
trip-yelp;tripadvisor-a;yelp-d;10000;0.5;6;1;2;0.75;0.8571428571428571;0.7999999999999999;0.18719983100891113;1502319383.966681;1502319384.1538808
trip-yelp;tripadvisor-a;yelp-d;10000;0.6;6;1;1;0.8571428571428571;0.8571428571428571;0.8571428571428571;0.14014625549316406;1502319384.1538808;1502319384.294027
trip-yelp;tripadvisor-a;yelp-d;10000;0.7;6;1;0;1.0;0.8571428571428571;0.923076923076923;0.14509201049804688;1502319384.294027;1502319384.439119
trip-yelp;tripadvisor-a;yelp-d;10000;0.8;6;1;0;1.0;0.8571428571428571;0.923076923076923;0.13210487365722656;1502319384.439119;1502319384.571224
trip-yelp;tripadvisor-a;yelp-d;10000;0.9;3;4;0;1.0;0.42857142857142855;0.6;0.13210678100585938;1502319384.571224;1502319384.7033308
trip-yelp;tripadvisor-a;yelp-e;10000;0.4;5;2;2;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.13213634490966797;1502319384.7233624;1502319384.8554988
trip-yelp;tripadvisor-a;yelp-e;10000;0.5;5;2;2;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.11260390281677246;1502319384.8560216;1502319384.9686255
trip-yelp;tripadvisor-a;yelp-e;10000;0.6;5;2;1;0.8333333333333334;0.7142857142857143;0.7692307692307692;0.10957193374633789;1502319384.9691272;1502319385.078699
trip-yelp;tripadvisor-a;yelp-e;10000;0.7;5;2;0;1.0;0.7142857142857143;0.8333333333333333;0.11011981964111328;1502319385.078699;1502319385.188819
trip-yelp;tripadvisor-a;yelp-e;10000;0.8;5;2;0;1.0;0.7142857142857143;0.8333333333333333;0.10508346557617188;1502319385.1898196;1502319385.294903
trip-yelp;tripadvisor-a;yelp-e;10000;0.9;3;4;0;1.0;0.42857142857142855;0.6;0.10161709785461426;1502319385.294903;1502319385.3965201
trip-yelp;tripadvisor-a;yelp-a;5000;0.4;6;1;2;0.75;0.8571428571428571;0.7999999999999999;0.18312430381774902;1502319385.4968832;1502319385.6800075
trip-yelp;tripadvisor-a;yelp-a;5000;0.5;6;1;2;0.75;0.8571428571428571;0.7999999999999999;0.11711001396179199;1502319385.6800075;1502319385.7971175
trip-yelp;tripadvisor-a;yelp-a;5000;0.6;6;1;1;0.8571428571428571;0.8571428571428571;0.8571428571428571;0.11308765411376953;1502319385.7971175;1502319385.9102051
trip-yelp;tripadvisor-a;yelp-a;5000;0.7;6;1;0;1.0;0.8571428571428571;0.923076923076923;0.11108541488647461;1502319385.9102051;1502319386.0212905
trip-yelp;tripadvisor-a;yelp-a;5000;0.8;6;1;0;1.0;0.8571428571428571;0.923076923076923;0.10509538650512695;1502319386.0212905;1502319386.126386
trip-yelp;tripadvisor-a;yelp-a;5000;0.9;3;4;0;1.0;0.42857142857142855;0.6;0.10608768463134766;1502319386.126386;1502319386.2324736
trip-yelp;tripadvisor-a;yelp-b;5000;0.4;5;2;2;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.11709165573120117;1502319386.2755046;1502319386.3925962
trip-yelp;tripadvisor-a;yelp-b;5000;0.5;5;2;2;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.11008071899414062;1502319386.3925962;1502319386.502677
trip-yelp;tripadvisor-a;yelp-b;5000;0.6;5;2;1;0.8333333333333334;0.7142857142857143;0.7692307692307692;0.11310768127441406;1502319386.502677;1502319386.6157846
trip-yelp;tripadvisor-a;yelp-b;5000;0.7;5;2;0;1.0;0.7142857142857143;0.8333333333333333;0.11160588264465332;1502319386.6167855;1502319386.7283914
trip-yelp;tripadvisor-a;yelp-b;5000;0.8;4;3;0;1.0;0.5714285714285714;0.7272727272727273;0.10516643524169922;1502319386.7283914;1502319386.8335578
trip-yelp;tripadvisor-a;yelp-b;5000;0.9;3;4;0;1.0;0.42857142857142855;0.6;0.10456442832946777;1502319386.8335578;1502319386.9381223
trip-yelp;tripadvisor-a;yelp-c;5000;0.4;6;1;2;0.75;0.8571428571428571;0.7999999999999999;0.22318482398986816;1502319386.9801853;1502319387.20337
trip-yelp;tripadvisor-a;yelp-c;5000;0.5;6;1;2;0.75;0.8571428571428571;0.7999999999999999;0.12712597846984863;1502319387.20337;1502319387.330496
trip-yelp;tripadvisor-a;yelp-c;5000;0.6;6;1;1;0.8571428571428571;0.8571428571428571;0.8571428571428571;0.11410856246948242;1502319387.330496;1502319387.4446046
trip-yelp;tripadvisor-a;yelp-c;5000;0.7;6;1;0;1.0;0.8571428571428571;0.923076923076923;0.11512160301208496;1502319387.4446046;1502319387.5597262
trip-yelp;tripadvisor-a;yelp-c;5000;0.8;5;2;0;1.0;0.7142857142857143;0.8333333333333333;0.10509371757507324;1502319387.5597262;1502319387.66482
trip-yelp;tripadvisor-a;yelp-c;5000;0.9;3;4;0;1.0;0.42857142857142855;0.6;0.10408282279968262;1502319387.6653204;1502319387.7694032
trip-yelp;tripadvisor-a;yelp-d;5000;0.4;5;2;2;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.1631760597229004;1502319387.8220968;1502319387.985273
trip-yelp;tripadvisor-a;yelp-d;5000;0.5;5;2;2;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.12109637260437012;1502319387.985273;1502319388.1063693
trip-yelp;tripadvisor-a;yelp-d;5000;0.6;5;2;1;0.8333333333333334;0.7142857142857143;0.7692307692307692;0.11112022399902344;1502319388.107371;1502319388.2184913
trip-yelp;tripadvisor-a;yelp-d;5000;0.7;5;2;0;1.0;0.7142857142857143;0.8333333333333333;0.10906529426574707;1502319388.2184913;1502319388.3275566
trip-yelp;tripadvisor-a;yelp-d;5000;0.8;4;3;0;1.0;0.5714285714285714;0.7272727272727273;0.10310029983520508;1502319388.3285577;1502319388.431658
trip-yelp;tripadvisor-a;yelp-d;5000;0.9;3;4;0;1.0;0.42857142857142855;0.6;0.10807991027832031;1502319388.431658;1502319388.539738
