gab;file_1;file_2;sample_size;threshold;tm;tnm;fm;precision;recall;f1;detlta;t1;t2
nc-oh;ncvoter-a-random;ohio-c-random;10000;0.5;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.10957789421081543;1502388254.9824045;1502388255.0919824
nc-oh;ncvoter-a-random;ohio-c-random;10000;0.6;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.12208700180053711;1502388255.0924826;1502388255.2145696
nc-oh;ncvoter-a-random;ohio-c-random;10000;0.7;4;3;0;1.0;0.5714285714285714;0.7272727272727273;0.10157227516174316;1502388255.2145696;1502388255.3161418
nc-oh;ncvoter-a-random;ohio-c-random;10000;0.8;3;4;0;1.0;0.42857142857142855;0.6;0.09856915473937988;1502388255.3161418;1502388255.414711
nc-oh;ncvoter-a-random;ohio-c-random;10000;0.9;3;4;0;1.0;0.42857142857142855;0.6;0.09556937217712402;1502388255.414711;1502388255.5102804
nc-oh;ncvoter-a-random;ohio-d-random;10000;0.4;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.09856677055358887;1502388255.5383008;1502388255.6368675
nc-oh;ncvoter-a-random;ohio-d-random;10000;0.5;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.09857010841369629;1502388255.6373677;1502388255.7359378
nc-oh;ncvoter-a-random;ohio-d-random;10000;0.6;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.10857772827148438;1502388255.7359378;1502388255.8445156
nc-oh;ncvoter-a-random;ohio-d-random;10000;0.7;4;3;0;1.0;0.5714285714285714;0.7272727272727273;0.09256625175476074;1502388255.8445156;1502388255.9370818
nc-oh;ncvoter-a-random;ohio-d-random;10000;0.8;4;3;0;1.0;0.5714285714285714;0.7272727272727273;0.09708690643310547;1502388255.9375823;1502388256.0346692
nc-oh;ncvoter-a-random;ohio-d-random;10000;0.9;3;4;0;1.0;0.42857142857142855;0.6;0.1070566177368164;1502388256.0346692;1502388256.1417258
nc-oh;ncvoter-a-random;ohio-e-random;10000;0.4;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.10107183456420898;1502388256.167244;1502388256.2683158
nc-oh;ncvoter-a-random;ohio-e-random;10000;0.5;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.09907078742980957;1502388256.2683158;1502388256.3673866
nc-oh;ncvoter-a-random;ohio-e-random;10000;0.6;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.1125791072845459;1502388256.3673866;1502388256.4799657
nc-oh;ncvoter-a-random;ohio-e-random;10000;0.7;4;3;0;1.0;0.5714285714285714;0.7272727272727273;0.10257291793823242;1502388256.4799657;1502388256.5825386
nc-oh;ncvoter-a-random;ohio-e-random;10000;0.8;4;3;0;1.0;0.5714285714285714;0.7272727272727273;0.09857034683227539;1502388256.5830393;1502388256.6816096
nc-oh;ncvoter-a-random;ohio-e-random;10000;0.9;3;4;0;1.0;0.42857142857142855;0.6;0.09256577491760254;1502388256.6821094;1502388256.7746751
nc-oh;ncvoter-a-random;ohio-a-random;100000;0.4;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.10157132148742676;1502388256.8031976;1502388256.904769
nc-oh;ncvoter-a-random;ohio-a-random;100000;0.5;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.10207366943359375;1502388256.904769;1502388257.0068426
nc-oh;ncvoter-a-random;ohio-a-random;100000;0.6;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.11507892608642578;1502388257.0068426;1502388257.1219215
nc-oh;ncvoter-a-random;ohio-a-random;100000;0.7;4;3;0;1.0;0.5714285714285714;0.7272727272727273;0.09656977653503418;1502388257.122422;1502388257.2189918
nc-oh;ncvoter-a-random;ohio-a-random;100000;0.8;4;3;0;1.0;0.5714285714285714;0.7272727272727273;0.11108946800231934;1502388257.2194924;1502388257.330582
nc-oh;ncvoter-a-random;ohio-a-random;100000;0.9;3;4;0;1.0;0.42857142857142855;0.6;0.10357117652893066;1502388257.3310723;1502388257.4346435
nc-oh;ncvoter-a-random;ohio-b-random;100000;0.4;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.10857915878295898;1502388257.4561577;1502388257.5647368
nc-oh;ncvoter-a-random;ohio-b-random;100000;0.5;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.11658287048339844;1502388257.5647368;1502388257.6813197
nc-oh;ncvoter-a-random;ohio-b-random;100000;0.6;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.09756779670715332;1502388257.6818202;1502388257.779388
nc-oh;ncvoter-a-random;ohio-b-random;100000;0.7;4;3;0;1.0;0.5714285714285714;0.7272727272727273;0.10506892204284668;1502388257.7798944;1502388257.8849633
nc-oh;ncvoter-a-random;ohio-b-random;100000;0.8;4;3;0;1.0;0.5714285714285714;0.7272727272727273;0.15961289405822754;1502388257.8849633;1502388258.0445762
nc-oh;ncvoter-a-random;ohio-b-random;100000;0.9;3;4;0;1.0;0.42857142857142855;0.6;0.17312359809875488;1502388258.045076;1502388258.2181995
nc-oh;ncvoter-a-random;ohio-c-random;100000;0.4;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.10207247734069824;1502388258.242215;1502388258.3442874
nc-oh;ncvoter-a-random;ohio-c-random;100000;0.5;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.10258316993713379;1502388258.3442874;1502388258.4468706
nc-oh;ncvoter-a-random;ohio-c-random;100000;0.6;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.10757613182067871;1502388258.4473615;1502388258.5549376
nc-oh;ncvoter-a-random;ohio-c-random;100000;0.7;4;3;0;1.0;0.5714285714285714;0.7272727272727273;0.09957098960876465;1502388258.5549376;1502388258.6545086
nc-oh;ncvoter-a-random;ohio-c-random;100000;0.8;4;3;0;1.0;0.5714285714285714;0.7272727272727273;0.11608195304870605;1502388258.6545086;1502388258.7705905
nc-oh;ncvoter-a-random;ohio-c-random;100000;0.9;3;4;0;1.0;0.42857142857142855;0.6;0.09206366539001465;1502388258.7710931;1502388258.8631568
nc-oh;ncvoter-a-random;ohio-d-random;100000;0.4;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.10605883598327637;1502388258.885192;1502388258.9912508
nc-oh;ncvoter-a-random;ohio-d-random;100000;0.5;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.10757613182067871;1502388258.991749;1502388259.0993252
nc-oh;ncvoter-a-random;ohio-d-random;100000;0.6;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.10907626152038574;1502388259.0993252;1502388259.2084014
nc-oh;ncvoter-a-random;ohio-d-random;100000;0.7;4;3;0;1.0;0.5714285714285714;0.7272727272727273;0.09758758544921875;1502388259.2084014;1502388259.305989
nc-oh;ncvoter-a-random;ohio-d-random;100000;0.8;4;3;0;1.0;0.5714285714285714;0.7272727272727273;0.1050562858581543;1502388259.3064892;1502388259.4115455
nc-oh;ncvoter-a-random;ohio-d-random;100000;0.9;3;4;0;1.0;0.42857142857142855;0.6;0.09656786918640137;1502388259.4115455;1502388259.5081134
nc-oh;ncvoter-a-random;ohio-e-random;100000;0.4;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.10159182548522949;1502388259.5296285;1502388259.6312203
nc-oh;ncvoter-a-random;ohio-e-random;100000;0.5;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.09504914283752441;1502388259.6312203;1502388259.7262695
nc-oh;ncvoter-a-random;ohio-e-random;100000;0.6;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.09757137298583984;1502388259.726768;1502388259.8243394
nc-oh;ncvoter-a-random;ohio-e-random;100000;0.7;4;3;0;1.0;0.5714285714285714;0.7272727272727273;0.0980675220489502;1502388259.8248396;1502388259.922907
nc-oh;ncvoter-a-random;ohio-e-random;100000;0.8;4;3;0;1.0;0.5714285714285714;0.7272727272727273;0.09706783294677734;1502388259.9234083;1502388260.020476
nc-oh;ncvoter-a-random;ohio-e-random;100000;0.9;4;3;0;1.0;0.5714285714285714;0.7272727272727273;0.10057210922241211;1502388260.0209768;1502388260.121549
nc-oh;ncvoter-a-random;ohio-a-random;1000000;0.4;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.10006952285766602;1502388260.1430657;1502388260.2431352
nc-oh;ncvoter-a-random;ohio-a-random;1000000;0.5;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.10707759857177734;1502388260.2436378;1502388260.3507154
nc-oh;ncvoter-a-random;ohio-a-random;1000000;0.6;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.11557888984680176;1502388260.3507154;1502388260.4662943
nc-oh;ncvoter-a-random;ohio-a-random;1000000;0.7;4;3;0;1.0;0.5714285714285714;0.7272727272727273;0.10107040405273438;1502388260.4662943;1502388260.5673647
nc-oh;ncvoter-a-random;ohio-a-random;1000000;0.8;4;3;0;1.0;0.5714285714285714;0.7272727272727273;0.09706830978393555;1502388260.5673647;1502388260.664433
nc-oh;ncvoter-a-random;ohio-a-random;1000000;0.9;4;3;0;1.0;0.5714285714285714;0.7272727272727273;0.09056448936462402;1502388260.664433;1502388260.7549975
nc-oh;ncvoter-a-random;ohio-b-random;1000000;0.4;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.09907150268554688;1502388260.7765136;1502388260.875585
nc-oh;ncvoter-a-random;ohio-b-random;1000000;0.5;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.11157798767089844;1502388260.875585;1502388260.987163
nc-oh;ncvoter-a-random;ohio-b-random;1000000;0.6;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.11908388137817383;1502388260.987163;1502388261.106247
nc-oh;ncvoter-a-random;ohio-b-random;1000000;0.7;4;3;0;1.0;0.5714285714285714;0.7272727272727273;0.09857177734375;1502388261.106247;1502388261.2048187
nc-oh;ncvoter-a-random;ohio-b-random;1000000;0.8;4;3;0;1.0;0.5714285714285714;0.7272727272727273;0.09360051155090332;1502388261.2048187;1502388261.2984192
nc-oh;ncvoter-a-random;ohio-b-random;1000000;0.9;4;3;0;1.0;0.5714285714285714;0.7272727272727273;0.09605050086975098;1502388261.2989197;1502388261.3949702
nc-oh;ncvoter-a-random;ohio-c-random;1000000;0.4;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.10057330131530762;1502388261.4229882;1502388261.5235615
nc-oh;ncvoter-a-random;ohio-c-random;1000000;0.5;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.10457277297973633;1502388261.5235615;1502388261.6281343
nc-oh;ncvoter-a-random;ohio-c-random;1000000;0.6;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.10157251358032227;1502388261.6281343;1502388261.7297068
nc-oh;ncvoter-a-random;ohio-c-random;1000000;0.7;4;3;0;1.0;0.5714285714285714;0.7272727272727273;0.09506845474243164;1502388261.7297068;1502388261.8247752
nc-oh;ncvoter-a-random;ohio-c-random;1000000;0.8;4;3;0;1.0;0.5714285714285714;0.7272727272727273;0.11009740829467773;1502388261.825276;1502388261.9353733
nc-oh;ncvoter-a-random;ohio-c-random;1000000;0.9;4;3;0;1.0;0.5714285714285714;0.7272727272727273;0.08904361724853516;1502388261.9353733;1502388262.024417
nc-oh;ncvoter-a-random;ohio-d-random;1000000;0.4;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.11758136749267578;1502388262.0469327;1502388262.164514
nc-oh;ncvoter-a-random;ohio-d-random;1000000;0.5;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.10407423973083496;1502388262.164514;1502388262.2685883
nc-oh;ncvoter-a-random;ohio-d-random;1000000;0.6;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.10107660293579102;1502388262.2685883;1502388262.369665
nc-oh;ncvoter-a-random;ohio-d-random;1000000;0.7;4;3;0;1.0;0.5714285714285714;0.7272727272727273;0.10256814956665039;1502388262.369665;1502388262.472233
nc-oh;ncvoter-a-random;ohio-d-random;1000000;0.8;4;3;0;1.0;0.5714285714285714;0.7272727272727273;0.09856534004211426;1502388262.4727378;1502388262.5713031
nc-oh;ncvoter-a-random;ohio-d-random;1000000;0.9;4;3;0;1.0;0.5714285714285714;0.7272727272727273;0.09556770324707031;1502388262.5713031;1502388262.6668708
nc-oh;ncvoter-a-random;ohio-e-random;1000000;0.4;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.1100773811340332;1502388262.688887;1502388262.7989643
nc-oh;ncvoter-a-random;ohio-e-random;1000000;0.5;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.09856963157653809;1502388262.7989643;1502388262.897534
nc-oh;ncvoter-a-random;ohio-e-random;1000000;0.6;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.0985722541809082;1502388262.8980346;1502388262.9966068
nc-oh;ncvoter-a-random;ohio-e-random;1000000;0.7;4;3;0;1.0;0.5714285714285714;0.7272727272727273;0.1125786304473877;1502388262.9971068;1502388263.1096854
nc-oh;ncvoter-a-random;ohio-e-random;1000000;0.8;4;3;0;1.0;0.5714285714285714;0.7272727272727273;0.09758973121643066;1502388263.1096854;1502388263.2072752
nc-oh;ncvoter-a-random;ohio-e-random;1000000;0.9;4;3;0;1.0;0.5714285714285714;0.7272727272727273;0.09704899787902832;1502388263.2072752;1502388263.3043242
nc-oh;ncvoter-b-random;ohio-a-random;1000;0.4;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.11856698989868164;1502388263.3253567;1502388263.4439237
nc-oh;ncvoter-b-random;ohio-a-random;1000;0.5;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.09808683395385742;1502388263.4439237;1502388263.5420105
nc-oh;ncvoter-b-random;ohio-a-random;1000;0.6;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.10055708885192871;1502388263.542507;1502388263.643064
nc-oh;ncvoter-b-random;ohio-a-random;1000;0.7;3;4;0;1.0;0.42857142857142855;0.6;0.0985879898071289;1502388263.643064;1502388263.741652
nc-oh;ncvoter-b-random;ohio-a-random;1000;0.8;3;4;0;1.0;0.42857142857142855;0.6;0.0930488109588623;1502388263.742153;1502388263.8352017
nc-oh;ncvoter-b-random;ohio-a-random;1000;0.9;3;4;0;1.0;0.42857142857142855;0.6;0.09406661987304688;1502388263.8357012;1502388263.9297678
nc-oh;ncvoter-b-random;ohio-b-random;1000;0.4;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.11558079719543457;1502388263.950782;1502388264.0663629
nc-oh;ncvoter-b-random;ohio-b-random;1000;0.5;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.1270890235900879;1502388264.066865;1502388264.193954
nc-oh;ncvoter-b-random;ohio-b-random;1000;0.6;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.12909173965454102;1502388264.194454;1502388264.3235457
nc-oh;ncvoter-b-random;ohio-b-random;1000;0.7;4;3;0;1.0;0.5714285714285714;0.7272727272727273;0.10307502746582031;1502388264.3235457;1502388264.4266207
nc-oh;ncvoter-b-random;ohio-b-random;1000;0.8;3;4;0;1.0;0.42857142857142855;0.6;0.09256339073181152;1502388264.4266207;1502388264.519184
nc-oh;ncvoter-b-random;ohio-b-random;1000;0.9;3;4;0;1.0;0.42857142857142855;0.6;0.10707616806030273;1502388264.5196846;1502388264.6267607
nc-oh;ncvoter-b-random;ohio-c-random;1000;0.4;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.09707164764404297;1502388264.6482756;1502388264.7453473
nc-oh;ncvoter-b-random;ohio-c-random;1000;0.5;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.09508109092712402;1502388264.7453473;1502388264.8404284
nc-oh;ncvoter-b-random;ohio-c-random;1000;0.6;5;2;2;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.10707402229309082;1502388264.8409297;1502388264.9480038
nc-oh;ncvoter-b-random;ohio-c-random;1000;0.7;3;4;0;1.0;0.42857142857142855;0.6;0.09606766700744629;1502388264.9480038;1502388265.0440714
nc-oh;ncvoter-b-random;ohio-c-random;1000;0.8;3;4;0;1.0;0.42857142857142855;0.6;0.10257196426391602;1502388265.0440714;1502388265.1466434
nc-oh;ncvoter-b-random;ohio-c-random;1000;0.9;3;4;0;1.0;0.42857142857142855;0.6;0.09806966781616211;1502388265.1466434;1502388265.244713
nc-oh;ncvoter-b-random;ohio-d-random;1000;0.4;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.10107254981994629;1502388265.2712314;1502388265.372304
nc-oh;ncvoter-b-random;ohio-d-random;1000;0.5;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.10357308387756348;1502388265.372304;1502388265.475877
nc-oh;ncvoter-b-random;ohio-d-random;1000;0.6;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.11057806015014648;1502388265.475877;1502388265.586455
nc-oh;ncvoter-b-random;ohio-d-random;1000;0.7;3;4;0;1.0;0.42857142857142855;0.6;0.09608721733093262;1502388265.586455;1502388265.6825423
nc-oh;ncvoter-b-random;ohio-d-random;1000;0.8;3;4;0;1.0;0.42857142857142855;0.6;0.0930626392364502;1502388265.6830273;1502388265.77609
nc-oh;ncvoter-b-random;ohio-d-random;1000;0.9;3;4;0;1.0;0.42857142857142855;0.6;0.09656953811645508;1502388265.77609;1502388265.8726594
nc-oh;ncvoter-b-random;ohio-e-random;1000;0.4;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.09756922721862793;1502388265.8951745;1502388265.9927437
nc-oh;ncvoter-b-random;ohio-e-random;1000;0.5;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.12058687210083008;1502388265.993244;1502388266.1138308
nc-oh;ncvoter-b-random;ohio-e-random;1000;0.6;5;2;2;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.10957622528076172;1502388266.1138308;1502388266.223407
nc-oh;ncvoter-b-random;ohio-e-random;1000;0.7;4;3;0;1.0;0.5714285714285714;0.7272727272727273;0.10657572746276855;1502388266.223407;1502388266.3299828
nc-oh;ncvoter-b-random;ohio-e-random;1000;0.8;3;4;0;1.0;0.42857142857142855;0.6;0.1220865249633789;1502388266.3299828;1502388266.4520693
nc-oh;ncvoter-b-random;ohio-e-random;1000;0.9;3;4;0;1.0;0.42857142857142855;0.6;0.10457515716552734;1502388266.4520693;1502388266.5566444
nc-oh;ncvoter-b-random;ohio-a-random;10000;0.4;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.10957765579223633;1502388266.5806606;1502388266.6902382
nc-oh;ncvoter-b-random;ohio-a-random;10000;0.5;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.127089262008667;1502388266.6902382;1502388266.8173275
nc-oh;ncvoter-b-random;ohio-a-random;10000;0.6;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.11208176612854004;1502388266.8178277;1502388266.9299095
nc-oh;ncvoter-b-random;ohio-a-random;10000;0.7;4;3;0;1.0;0.5714285714285714;0.7272727272727273;0.09756898880004883;1502388266.9299095;1502388267.0274785
nc-oh;ncvoter-b-random;ohio-a-random;10000;0.8;4;3;0;1.0;0.5714285714285714;0.7272727272727273;0.12859177589416504;1502388267.0274785;1502388267.1560702
nc-oh;ncvoter-b-random;ohio-a-random;10000;0.9;3;4;0;1.0;0.42857142857142855;0.6;0.12107038497924805;1502388267.1565845;1502388267.277655
nc-oh;ncvoter-b-random;ohio-b-random;10000;0.4;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.11007809638977051;1502388267.29967;1502388267.409748
nc-oh;ncvoter-b-random;ohio-b-random;10000;0.5;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.09856986999511719;1502388267.4102483;1502388267.5088181
nc-oh;ncvoter-b-random;ohio-b-random;10000;0.6;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.10207223892211914;1502388267.5088181;1502388267.6108904
nc-oh;ncvoter-b-random;ohio-b-random;10000;0.7;4;3;1;0.8;0.5714285714285714;0.6666666666666666;0.11107945442199707;1502388267.6108904;1502388267.7219698
nc-oh;ncvoter-b-random;ohio-b-random;10000;0.8;4;3;0;1.0;0.5714285714285714;0.7272727272727273;0.09558749198913574;1502388267.7224698;1502388267.8180573
nc-oh;ncvoter-b-random;ohio-b-random;10000;0.9;3;4;0;1.0;0.42857142857142855;0.6;0.0935659408569336;1502388267.8180573;1502388267.9116232
nc-oh;ncvoter-b-random;ohio-c-random;10000;0.4;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.10157442092895508;1502388267.9341197;1502388268.0356941
nc-oh;ncvoter-b-random;ohio-c-random;10000;0.5;5;2;3;0.625;0.7142857142857143;0.6666666666666666;0.13659453392028809;1502388268.0356941;1502388268.1722887
